金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,10799,16.370,43100,16.360,79800,16.350,37000,16.340,26700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:24,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,10799,16.370,43100,16.360,79800,16.350,37000,16.340,26700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:24,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,10799,16.370,45100,16.360,79800,16.350,37000,16.340,26700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:30,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,11299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:33,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,11299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:33,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,11299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:33,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,12299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:42,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,17299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:45,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,17299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:45,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,17299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:45,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,18299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:54,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,18299,16.370,45100,16.360,79800,16.350,37000,16.340,25700,16.330,12100,16.380,1100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:09:54,00
金达威,16.700,16.630,16.370,16.760,16.360,16.370,16.380,3826510,62970062.910,18299,16.370,45100,16.360,78600,16.350,37000,16.340,25700,16.330,12100,16.380,100,16.390,14100,16.400,200,16.420,2500,16.430,2016-08-22,11:10:00,00
